header,label,dataset_fold_1,dataset_fold_2,dataset_fold_3,dataset_fold_4,dataset_fold_5
P9WMR3,0,train,train,val,train,train
Q93XK2,0,train,train,val,train,train
B5XZ20,0,train,train,val,train,train
B0UUJ3,0,train,train,val,train,train
Q01059,0,train,train,val,train,train
Q43190,0,train,train,val,train,train
B7LUN9,0,train,train,val,train,train
Q1RH78,0,train,train,val,train,train
P07271,0,train,train,val,train,train
Q4QL71,0,train,train,val,train,train
P52731,0,train,train,val,train,train
B7VLL5,0,train,train,val,train,train
P28271,0,train,train,val,train,train
Q8EK30,0,train,train,val,train,train
Q3UMC0,0,train,train,val,train,train
Q5JKB0,0,train,train,val,train,train
A5W881,0,train,train,val,train,train
P33726,0,train,train,val,train,train
Q6FU50,0,train,train,val,train,train
Q8EXQ7,0,train,train,val,train,train
P40127,0,train,train,train,val,train
P24095,0,train,train,train,val,train
C4L7S3,0,train,train,train,val,train
Q8NB90,0,train,train,train,val,train
P43920,0,train,train,train,val,train
P58252,0,train,train,train,val,train
P27815,0,train,train,train,val,train
Q9H8H2,0,train,train,train,val,train
P20715,0,train,train,train,val,train
Q7P206,0,train,train,train,val,train
A0A0B5KYT4,0,train,train,train,val,train
Q55418,0,train,train,train,val,train
B4T0W7|C0Q472|Q8ZKM0|B5QXQ1|B4TCQ2|A9N0G6|B5FPX1,0,train,train,train,val,train
Q9R1E6,0,train,train,train,val,train
P51776,0,train,train,train,val,train
Q73E41,0,train,train,train,val,train
P54278,0,train,train,train,val,train
Q5WL39,0,train,train,train,val,train
Q7RX33,0,train,train,train,val,train
B3L3C9,0,train,train,train,val,train
A8AKW6,0,train,train,train,val,train
Q43191,0,train,train,train,val,train
P38415,0,train,train,train,val,train
Q64610,0,train,train,train,val,train
A3MZ57,0,train,train,train,val,train
P30666,0,train,train,train,val,train
P23440,0,train,train,train,val,train
P0ABB8|P0ABB9,0,train,train,train,val,train
A4XXP6,0,train,train,train,val,train
B2TWF1|B7UNT2|C5A0C2|P00864|B1XBC1,0,train,train,train,val,train
P29250,0,train,train,train,val,train
Q9FNM7,0,train,train,train,val,train
O16102,0,train,train,train,val,train
Q14693,0,train,train,train,val,train
Q7ZXP8,0,train,train,train,val,train
Q675L5,0,train,train,train,val,train
Q8MLZ3,0,train,train,train,val,train
Q9CFU9,0,train,train,train,val,train
P49380,0,train,train,train,val,train
P43100,0,train,train,train,val,train
P11541,0,train,train,train,val,train
Q42560,0,train,train,train,val,train
Q42368,0,train,train,train,train,val
Q90875,0,train,train,train,train,val
A7TJK8,0,train,train,train,train,val
A5DDF4,0,train,train,train,train,val
M4HYC8,0,train,train,train,train,val
P09918,0,train,train,train,train,val
P39870,0,train,train,train,train,val
P27480,0,train,train,train,train,val
Q41238,0,train,train,train,train,val
A1JI20,0,train,train,train,train,val
F2XF92,0,train,train,train,train,val
P07685,0,train,train,train,train,val
B5FBP8,0,train,train,train,train,val
Q8NJM2,0,train,train,train,train,val
P09186,0,train,train,train,train,val
B0TL90,0,train,train,train,train,val
P09610,0,train,train,train,train,val
A0KFU8,0,train,train,train,train,val
Q754U8,0,train,train,train,train,val
O87943,0,train,train,train,train,val
A0A0H2URT2,0,train,train,train,train,val
Q1RKD5,0,train,train,train,train,val
Q1E5T3,0,train,train,train,train,val
Q8Y8Q5,0,train,train,train,train,val
Q4ZWV3,0,train,train,train,train,val
O22508,0,train,train,train,train,val
A1A4K5,0,train,train,train,train,val
A8G1A9,0,train,train,train,train,val
Q5ADL0,0,train,train,train,train,val
P36683,0,train,train,train,train,val
A6V1A0,0,train,train,train,train,val
Q9UQ16,0,train,train,train,train,val
Q50L42,0,train,train,train,train,val
P22516,0,train,train,train,train,val
P31625,0,train,train,train,train,val
Q6F6Q6,0,train,train,train,train,val
A1D8E4,0,train,train,train,train,val
Q92G90,0,train,train,train,train,val
Q9ZV48,0,train,train,train,train,val
Q3B7N1,0,train,train,train,train,val
Q8BZ98,0,train,train,train,train,val
P38418,0,train,train,train,train,val
P36859,0,val,train,train,train,train
A8YVD9,0,val,train,train,train,train
P07038,0,val,train,train,train,train
O74941,0,val,train,train,train,train
P70498,0,val,train,train,train,train
Q8YD09,0,val,train,train,train,train
Q9P7D4,0,val,train,train,train,train
Q91ZP3,0,val,train,train,train,train
P43101,0,val,train,train,train,train
P39869,0,val,train,train,train,train
Q03LA9,0,val,train,train,train,train
P0C1Q2,0,val,train,train,train,train
Q5YYG7,0,val,train,train,train,train
Q64566,0,val,train,train,train,train
O83728,0,val,train,train,train,train
Q5R5K5,0,val,train,train,train,train
A0PPN8,0,train,val,train,train,train
Q0CT94,0,train,val,train,train,train
P28037,0,train,val,train,train,train
O14939,0,train,val,train,train,train
P16081,0,train,val,train,train,train
P9WPS9|P9WPS8|P63688,0,train,val,train,train,train
Q13574,0,train,val,train,train,train
O00408,0,train,val,train,train,train
Q8L5Y9,0,train,val,train,train,train
D3KCC4,0,train,val,train,train,train
O74164,0,train,val,train,train,train
Q0J035,0,train,val,train,train,train
A7ERG1,0,train,val,train,train,train
Q922S4,0,train,val,train,train,train
Q580X6,0,train,val,train,train,train
Q924C3,0,train,val,train,train,train
Q0CBN5,0,train,train,val,train,train
P49079,0,train,train,val,train,train
A7NLR3,0,train,train,val,train,train
Q0CU19,0,train,train,val,train,train
P23312,0,train,train,val,train,train
Q8E647|Q8E0H2,0,train,train,val,train,train
P27967,0,train,train,val,train,train
P27926,0,train,train,val,train,train
Q5F485,0,train,train,val,train,train
Q9LPD9,0,train,train,val,train,train
P16237,0,train,train,val,train,train
O24371,0,train,train,val,train,train
Q93MH3,0,train,train,val,train,train
P20431,0,train,train,val,train,train
Q43128,0,train,train,val,train,train
Q55AX0,0,train,train,val,train,train
P0DC99|P0DC98,0,train,train,train,val,train
Q9SH76,0,train,train,train,val,train
Q5HPJ0,0,train,train,train,val,train
Q922D8,0,train,train,train,val,train
Q0CMM8,0,train,train,train,val,train
P90895,0,train,train,train,val,train
C4QXA5,0,train,train,train,val,train
P27969,0,train,train,train,val,train
Q5SMF6,0,train,train,train,val,train
P49736,0,train,train,train,val,train
P87114,0,train,train,train,val,train
A2VCW9,0,train,train,train,val,train
A3CP10,0,train,train,train,val,train
Q0UI02,0,train,train,train,val,train
Q8R0Y6,0,train,train,train,val,train
P30665,0,train,train,train,val,train
Q5R7D1,0,train,train,train,train,val
Q0WVW7,0,train,train,train,train,val
Q4P5U4,0,train,train,train,train,val
P38419,0,train,train,train,train,val
Q9SJB3,0,train,train,train,train,val
Q84F16,0,train,train,train,train,val
P19367,0,train,train,train,train,val
Q6BML1,0,train,train,train,train,val
Q6AVA8,0,train,train,train,train,val
Q86XP3,0,train,train,train,train,val
P61448,0,train,train,train,train,val
P20649,0,train,train,train,train,val
A6QUM7,0,train,train,train,train,val
A3LZT3,0,train,train,train,train,val
Q5FK38,0,train,train,train,train,val
R9WTS6,0,train,train,train,train,val
Q7QEI1,0,val,train,train,train,train
P38086,0,val,train,train,train,train
Q9MAH0,0,val,train,train,train,train
P38935,0,val,train,train,train,train
P08619,0,val,train,train,train,train
B2DBF1,0,val,train,train,train,train
Q46337,0,val,train,train,train,train
Q9XIF2,0,val,train,train,train,train
P16862,0,val,train,train,train,train
P10490,0,train,val,train,train,train
P0C9A3,0,train,val,train,train,train
Q8NJU8,0,train,val,train,train,train
O57728,0,train,val,train,train,train
Q12389,0,train,val,train,train,train
Q4P0Y5,0,train,val,train,train,train
P70083,0,train,val,train,train,train
Q64518,0,train,val,train,train,train
O46674,0,train,val,train,train,train
A7XRY0,0,train,train,val,train,train
Q6FNA2,0,train,train,val,train,train
Q03215,0,train,train,val,train,train
P12522,0,train,train,val,train,train
B3MSG8,0,train,train,val,train,train
Q01647,0,train,train,val,train,train
E7F1C4,0,train,train,val,train,train
Q9LV11,0,train,train,val,train,train
F4INA9,0,train,train,val,train,train
Q5F499,0,train,train,train,val,train
A2BYV8,0,train,train,train,val,train
A2BTF4,0,train,train,train,val,train
O74465,0,train,train,train,val,train
Q6CCZ1,0,train,train,train,val,train
Q2YYT1,0,train,train,train,val,train
Q7W0D0,0,train,train,train,val,train
D4ACP5,0,train,train,train,val,train
P30694,0,train,train,train,val,train
Q3V3R1,0,train,train,train,train,val
P58281,0,train,train,train,train,val
O87386,0,train,train,train,train,val
Q7WQB3,0,train,train,train,train,val
P97467,0,train,train,train,train,val
Q02909,0,train,train,train,train,val
Q00779,0,train,train,train,train,val
Q2FVV9|Q2FEI5|Q5HDP9,0,train,train,train,train,val
P04711,0,train,train,train,train,val
Q819S3,0,val,train,train,train,train
Q8ZY48,0,val,train,train,train,train
P19156,0,val,train,train,train,train
P55202,0,val,train,train,train,train
Q1JCJ9,0,val,train,train,train,train
A5IS88|A6U122|P63740|A7X1F4|P63739,0,val,train,train,train,train
Q038Z2,0,val,train,train,train,train
Q15735,0,val,train,train,train,train
Q8CWR0,0,val,train,train,train,train
Q636E0,0,val,train,train,train,train
P50996,0,val,train,train,train,train
P18910,0,val,train,train,train,train
Q7V9U4,0,val,train,train,train,train
A0A1D8PD39,0,val,train,train,train,train
P16521,0,val,train,train,train,train
P09626,0,val,train,train,train,train
C1KWD4,0,val,train,train,train,train
Q8GVE8,0,val,train,train,train,train
Q43876,0,train,val,train,train,train
Q9LNJ9,0,train,val,train,train,train
D2WKD8,0,train,val,train,train,train
Q2VPA6,0,train,val,train,train,train
Q9Y7D2,0,train,val,train,train,train
F1MAB7,0,train,val,train,train,train
O55143,0,train,val,train,train,train
Q9Y6X9,0,train,val,train,train,train
Q6RWA9,0,train,val,train,train,train
Q9UXU7,0,train,val,train,train,train
Q5XCW7,0,train,val,train,train,train
P50997,0,train,val,train,train,train
A2SQ53,0,train,val,train,train,train
Q04H29,0,train,val,train,train,train
Q5HPY8,0,train,val,train,train,train
Q6A914,0,train,val,train,train,train
Q9H2U1,0,train,val,train,train,train
A8YVZ3,0,train,val,train,train,train
P25092,0,train,train,val,train,train
P00968,0,train,train,val,train,train
Q13393,0,train,train,val,train,train
C3MQE3|C3NEM0,0,train,train,val,train,train
Q10752,0,train,train,val,train,train
Q8Y665,0,train,train,val,train,train
A2VDL6,0,train,train,val,train,train
D4B5H9,0,train,train,val,train,train
A0A0A2J1Z6,0,train,train,val,train,train
Q9LIK7,0,train,train,val,train,train
Q8TDZ2,0,train,train,val,train,train
P53091,0,train,train,val,train,train
A0A101MN42,0,train,train,val,train,train
P12684,0,train,train,val,train,train
P58944,0,train,train,val,train,train
Q8CPJ4,0,train,train,val,train,train
O64806,0,train,train,val,train,train
P54707,0,train,train,val,train,train
B0K4D7,0,train,train,train,val,train
Q4WAZ4,0,train,train,train,val,train
B8GEA3,0,train,train,train,val,train
P32176,0,train,train,train,val,train
B8DDR7,0,train,train,train,val,train
Q6ATV4,0,train,train,train,val,train
Q97FT3,0,train,train,train,val,train
Q55FT1,0,train,train,train,val,train
Q9K8V7,0,train,train,train,val,train
O76512,0,train,train,train,val,train
Q84WW3,0,train,train,train,val,train
C0MEH1,0,train,train,train,val,train
Q64392,0,train,train,train,val,train
Q9Z1L0,0,train,train,train,val,train
D4A523,0,train,train,train,val,train
Q9VSE2,0,train,train,train,val,train
Q9CAK1,0,train,train,train,val,train
Q9FY54,0,train,train,train,val,train
Q28007,0,train,train,train,train,val
Q2FHN5|Q2FZ72|Q5HGM9|A8Z3P0|Q6GA10|A6QGA4,0,train,train,train,train,val
B5XKR3,0,train,train,train,train,val
P50993,0,train,train,train,train,val
Q559G8,0,train,train,train,train,val
P96495,0,train,train,train,train,val
P25997,0,train,train,train,train,val
Q7ZU90,0,train,train,train,train,val
P22102,0,train,train,train,train,val
Q9N0Z6,0,train,train,train,train,val
P58941,0,train,train,train,train,val
A7I6J1,0,train,train,train,train,val
C1C7Q3,0,train,train,train,train,val
Q65X71,0,train,train,train,train,val
O22243,0,train,train,train,train,val
E1BMP7,0,train,train,train,train,val
P15304,0,train,train,train,train,val
Q8U4A6,0,train,train,train,train,val
CBK66495.1,1,test,test,test,test,test
CBK68224.1,1,test,test,test,test,test
CBK69160.1,1,test,test,test,test,test
EDT47307.1,1,test,test,test,test,test
WP_044931098.1,1,test,test,test,test,test
EDT47385.1,1,test,test,test,test,test
EEF65703.1,1,test,test,test,test,test
WP_008394902.1,1,test,test,test,test,test
EEF67420.1,1,test,test,test,test,test
WP_011743540.1,1,test,test,test,test,test
EDT48056.1,1,test,test,test,test,test
CBK65726.1,1,test,test,test,test,test
CBK67559.1,1,test,test,test,test,test
EEG89634.1,1,test,test,test,test,test
WP_330371410.1,1,test,test,test,test,test
EEG90201.1,1,test,test,test,test,test
WP_044931927.1,1,test,test,test,test,test
CBK67025.1,1,test,test,test,test,test
WP_207635807.1,1,test,test,test,test,test
EEG89166.1,1,test,test,test,test,test
EEF69152.1,1,test,test,test,test,test
CBK69238.1,1,test,test,test,test,test
CBK66543.1,1,test,test,test,test,test
CBK66845.1,1,test,test,test,test,test
EDT47656.1,1,test,test,test,test,test
WP_011743603.1,1,test,test,test,test,test
EEF67952.1,1,test,test,test,test,test
WP_004842810.1,1,test,test,test,test,test
WP_004842767.1,1,test,test,test,test,test
CBK69712.1,1,test,test,test,test,test
EDT48528.1,1,test,test,test,test,test
EDT48618.1,1,test,test,test,test,test
EEF67565.1,1,test,test,test,test,test
EEG91297.1,1,test,test,test,test,test
CBK67696.1,1,test,test,test,test,test
EDT48226.1,1,test,test,test,test,test
WP_008395428.1,1,test,test,test,test,test
CBK69073.1,1,test,test,test,test,test
WP_004842710.1,1,test,test,test,test,test
CBK68023.1,1,test,test,test,test,test
EEF66327.1,1,test,test,test,test,test
WP_041777296.1,1,test,test,test,test,test
EEG88254.1,1,test,test,test,test,test
EEG87960.1,1,test,test,test,test,test
EEG91495.1,1,test,test,test,test,test
EEF67463.1,1,test,test,test,test,test
WP_044931584.1,1,test,test,test,test,test
EEF69031.1,1,test,test,test,test,test
WP_039959395.1,1,test,test,test,test,test
WP_008396910.1,1,test,test,test,test,test
EDT47939.1,1,test,test,test,test,test
EEF67654.1,1,test,test,test,test,test
WP_008397495.1,1,test,test,test,test,test
EEF66150.1,1,test,test,test,test,test
WP_008399082.1,1,test,test,test,test,test
EEF68961.1,1,test,test,test,test,test
EDT47766.1,1,test,test,test,test,test
EEF66162.1,1,test,test,test,test,test
WP_008398287.1,1,test,test,test,test,test
WP_004842914.1,1,test,test,test,test,test
WP_011743605.1,1,test,test,test,test,test
WP_198006625.1,1,test,test,test,test,test
CBK67657.1,1,test,test,test,test,test
WP_004843831.1,1,test,test,test,test,test
EEG89540.1,1,test,test,test,test,test
WP_009245908.1,1,test,test,test,test,test
WP_011743072.1,1,test,test,test,test,test
EEF69589.1,1,test,test,test,test,test
WP_113736403.1,1,test,test,test,test,test
EEF67815.1,1,test,test,test,test,test
WP_008394916.1,1,test,test,test,test,test
WP_004843799.1,1,test,test,test,test,test
EDT47961.1,1,test,test,test,test,test
WP_011742738.1,1,test,test,test,test,test
EEF67249.1,1,test,test,test,test,test
WP_011743229.1,1,test,test,test,test,test
CBK67330.1,1,test,test,test,test,test
EDT48254.1,1,test,test,test,test,test
EDT47182.1,1,test,test,test,test,test
WP_004844331.1,1,test,test,test,test,test
WP_008397874.1,1,test,test,test,test,test
EEG88411.1,1,test,test,test,test,test
CBK66315.1,1,test,test,test,test,test
EEG89307.1,1,test,test,test,test,test
CBK65482.1,1,test,test,test,test,test
EEG89900.1,1,test,test,test,test,test
CBK67155.1,1,test,test,test,test,test
WP_008396087.1,1,test,test,test,test,test
WP_039960185.1,1,test,test,test,test,test
WP_004844262.1,1,test,test,test,test,test
WP_008396180.1,1,test,test,test,test,test
CBK67691.1,1,test,test,test,test,test
EEF67009.1,1,test,test,test,test,test
EEF66157.1,1,test,test,test,test,test
EEF66178.1,1,test,test,test,test,test
WP_008398812.1,1,test,test,test,test,test
EEG90188.1,1,test,test,test,test,test
EEG90092.1,1,test,test,test,test,test
WP_041777419.1,1,test,test,test,test,test
EDT46975.1,1,test,test,test,test,test
WP_004841638.1,1,test,test,test,test,test
CBK68479.1,1,test,test,test,test,test
WP_004840893.1,1,test,test,test,test,test
EEF69693.1,1,test,test,test,test,test
EEG88579.1,1,test,test,test,test,test
EDT48074.1,1,test,test,test,test,test
WP_004844191.1,1,test,test,test,test,test
EEF66412.1,1,test,test,test,test,test
WP_011743834.1,1,test,test,test,test,test
EDT48128.1,1,test,test,test,test,test
EEG90176.1,1,test,test,test,test,test
WP_004843181.1,1,test,test,test,test,test
WP_008395496.1,1,test,test,test,test,test
CBK67392.1,1,test,test,test,test,test
EEG91568.1,1,test,test,test,test,test
WP_044930636.1,1,test,test,test,test,test
EEG90976.1,1,test,test,test,test,test
WP_011743705.1,1,test,test,test,test,test
CBK66681.1,1,test,test,test,test,test
EDT48261.1,1,test,test,test,test,test
WP_041777438.1,1,test,test,test,test,test
EEG90852.1,1,test,test,test,test,test
CBK68802.1,1,test,test,test,test,test
CBK65459.1,1,test,test,test,test,test
EDT48053.1,1,test,test,test,test,test
EEG90746.1,1,test,test,test,test,test
WP_008397625.1,1,test,test,test,test,test
EEF67234.1,1,test,test,test,test,test
EEG89466.1,1,test,test,test,test,test
WP_033499877.1,1,test,test,test,test,test
WP_004844800.1,1,test,test,test,test,test
EEF69591.1,1,test,test,test,test,test
WP_039960006.1,1,test,test,test,test,test
WP_009246016.1,1,test,test,test,test,test
EDT47413.1,1,test,test,test,test,test
EEF67301.1,1,test,test,test,test,test
EEF69124.1,1,test,test,test,test,test
EEF68949.1,1,test,test,test,test,test
